"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-5.24411458333333,3.44211348314607,-21.0828738624753,3.50256557289823e-36,1.71208740980001e-33,72.0005745420948,"RERGL"
-2.09378465447154,11.8412483146067,-21.0684713602793,3.68344313023173e-36,1.75862994101529e-33,71.9506085634233,"UGP2"
-3.82097444105691,3.57108876404494,-20.9230139257153,6.13297113647925e-36,2.86158857799816e-33,71.4446432434337,"ENPP6"
4.90022769308943,8.69114382022472,20.8959933126422,6.74396891875094e-36,3.07674848671015e-33,71.3503851516142,"CLDN1"
-7.85128038617886,4.97575280898876,-20.875647865026,7.24427080085254e-36,3.23314955525006e-33,71.2793569085701,"GCG"
-3.07851402439024,1.86161685393258,-20.7882544811081,9.85654518253193e-36,4.30542282122086e-33,70.9737121544297,"LRRC7"
3.073525,8.55983146067416,20.7113512804735,1.29333964708517e-35,5.53172144888721e-33,70.7040226116867,"SLCO4A1"
-4.59537728658537,5.96115280898876,-20.6214453038404,1.77835731991755e-35,7.45095424038923e-33,70.3878616832636,"SLC25A34"
2.17184761178862,10.9372213483146,20.5625617362355,2.19188929193015e-35,8.99989743266521e-33,70.1802822559085,"ENC1"
1.96826194105691,8.94829550561798,20.5547577841367,2.25354033199261e-35,9.07160451290357e-33,70.1527409393103,"OSBPL3"
-4.89786006097561,3.72575505617978,-20.487630617303,2.86162118741935e-35,1.12979005726383e-32,69.9155446357522,"SEMA3E"
-6.24791946138211,5.5230404494382,-20.3725058736734,4.31580496004086e-35,1.67176369489885e-32,69.5075158966412,"MAMDC2"
-3.37987535569106,1.90044831460674,-20.2395659269181,6.94942330853098e-35,2.64009127597913e-32,69.0344032869306,"SGCG"
2.94411021341463,3.02859325842697,20.2346650190888,7.07282124592558e-35,2.64009127597913e-32,69.0169217999923,"SPATA12"
-4.42423897357724,4.91781797752809,-20.2059630145879,7.84121229208918e-35,2.87464443493912e-32,68.9144849458921,"GFRA2"
2.14094273373984,9.43975842696629,20.1965555599116,8.11097171944548e-35,2.92137279649501e-32,68.8808886990195,"GTF2IRD1"
-3.80087022357724,2.89101685393258,-20.1853290210648,8.44517914640935e-35,2.9893022047549e-32,68.8407823415017,"CTNND2"
-4.59168536585366,5.23877078651685,-20.1713459150544,8.88095134840943e-35,3.09027002004823e-32,68.7908073558388,"TMEM100"
1.45276285569106,8.51501011235955,20.1120545542501,1.09956289267878e-34,3.76233769778256e-32,68.5786448442894,"TFAP4"
-5.50341229674797,3.96650898876405,-20.0938966779353,1.1739869020455e-34,3.95113952442528e-32,68.5135868775529,"NRXN1"
-4.2806799796748,5.01295280898876,-20.0726587692129,1.26751234616515e-34,4.19710136560814e-32,68.437443668371,"PLAC9"
-4.42395630081301,2.7639606741573,-20.0086959336313,1.59715497859527e-34,5.20469709691443e-32,68.2077963188514,"CMA1"
-4.99646072154472,4.19976741573034,-19.9347323708108,2.08783842475522e-34,6.69739419691011e-32,67.9416343404495,"RSPO2"
-6.26142449186992,5.87720561797753,-19.9207451438023,2.19649863728149e-34,6.93755646513675e-32,67.8912269887288,"CADM3"
3.85435005081301,6.02723595505618,19.8689270382548,2.6512241794968e-34,8.24691400076806e-32,67.7042800491932,"SIM2"
-3.88777835365854,2.23058651685393,-19.822508801779,3.13879131678973e-34,9.61781876622287e-32,67.5365411200078,"CADM2"
1.42203094512195,8.67482584269663,19.7866498315906,3.57664264150383e-34,1.07983049161873e-31,67.406782452457,"BYSL"
2.92527804878049,6.8771,19.68866996353,5.11412269661137e-34,1.52163679654248e-31,67.0514451377628,"LRRC8E"
-5.71453821138211,3.70030674157303,-19.6459704925189,5.97863851049024e-34,1.75344926600521e-31,66.8962275608735,"MYOC"
3.47838018292683,8.77048764044944,19.6138345406432,6.72533862598142e-34,1.91981322478403e-31,66.779264349761,"TRIB3"
2.13108592479675,7.99860337078652,19.6135276446817,6.73290561054311e-34,1.91981322478403e-31,66.7781467578485,"TEAD4"
-3.0322037093496,1.81962247191011,-19.5808306336552,7.59034712518828e-34,2.13465515726185e-31,66.6590120840114,"ELANE"
-3.33877703252033,1.98309662921348,-19.5770258514939,7.69702775943101e-34,2.1354051337989e-31,66.6451405926251,"PHOX2A"
